# KISS-Conform — the unbacked-clause ledger.
#
# Each line is a normative clause with NO harness test in conformance/, plus WHY.
# The honest record of the gap between what the spec claims is tested and what is
# actually executable — now categorized, so the gap is legible rather than a
# single undifferentiated number.
#
#   clause_id <TAB> test_name <TAB> category <TAB> note
#
# category is one of:
#   untested      no test, not yet accounted for  <- the number that must reach 0
#   lint:<tool>   enforced by a document lint (binds the doc, not an impl)
#   blocked       spec has not pinned the bytes/behaviour yet (note = issue ref)
#   untestable    contradictory/undefined until reworded (note = filed issue)
#   definitional  a test would be a tautology (note = one-line reason)
# Every non-`untested` category MUST carry a note; a bare `untested` needs none.
#
# It is a RATCHET, enforced by tools/kiss_trace.py:
#   * a clause that becomes unbacked and is not listed here FAILS the build;
#   * a listed clause whose harness test now exists FAILS until its line is
#     removed (the ledger only shrinks);
#   * a `lint:<tool>` category is cross-checked against that lint's declared
#     coverage, so the label cannot outrun the enforcement.
#
# `--strict` gates on `untested` + everything not harness/lint-backed (§6.2).
# `--update-ledger` PRESERVES the category/note of a still-unbacked clause and
# adds a newly-unbacked one as bare `untested`.
#
# clause_id	test_name	category	note
KISS-EMIT-6.4-0001	test_emit_constant_spelling_emitter_supplied	decredited	De-credited under #187: cited only as a lookup-key ("KISS-EMIT-6.4-0001" home string) in test_emit_constants_are_emitter_supplied, whose 7 assertions all target §6.2-0002 (#191) — a MENTION, not a backing form. Per the mutation-subject rule (#261): mutating this clause's OWN emitter obligation reddens no test; only mutating §6.4-0001's spec TEXT does, which backs §6.2-0002's document-placement, not this clause. A behavioral emitter test is owed. EXERCISABLE, CONFIRMED BY CONSTRUCTION (Unpopped, editor of record, 2026-08-20, `4ad9434`): `emitter_supplies_every_spelling.rs` tests this negative obligation by handing the seam a spelling no driver could invent and checking the emitted text for it -- a driver that learns to spell constants stops calling the seam and the sentinel disappears. Mutation-proven against the exact forbidden defect. THAT TEST IS IN UNPOPPED'S TREE, NOT THIS HARNESS, so it does not back the clause here -- but it settles that the owed test is WRITABLE rather than precluded, and gives it a model.
KISS-EMIT-6.4-0002	test_emit_special_float_value_spelling_emitter_supplied	decredited	De-credited under #187: cited only as a lookup-key ("KISS-EMIT-6.4-0002" home string) in test_emit_constants_are_emitter_supplied, which asserts §6.2-0002 (#191) — a MENTION. Mutating the clause's own obligation reddens no test (mutation-subject rule, #261). A behavioral emitter test is owed. EXERCISABLE, CONFIRMED BY CONSTRUCTION (Unpopped, editor of record, 2026-08-20, `4ad9434`): `emitter_supplies_every_spelling.rs` tests this negative obligation by handing the seam a spelling no driver could invent and checking the emitted text for it -- a driver that learns to spell constants stops calling the seam and the sentinel disappears. Mutation-proven against the exact forbidden defect. THAT TEST IS IN UNPOPPED'S TREE, NOT THIS HARNESS, so it does not back the clause here -- but it settles that the owed test is WRITABLE rather than precluded, and gives it a model.
KISS-EMIT-6.4-0005	test_emit_unproven_operator_is_emitter_supplied	blocked	BLOCKED, not untested (Unpopped, KISS-Emit editor of record, 2026-08-20). This clause's subject is the COMPLEMENT OF AN AUDIT RESULT -- "any operator the neutrality audit (§6.5) did not prove universal". §6.5-0001 makes the recorded audit manifest a FREEZE PRECONDITION, so at Draft maturity no manifest exists, the set has no value, and no test can construct a member of it -- therefore none can construct a violation. Recording this as untested INVITES SOMEONE TO WRITE A TEST THAT CANNOT EXIST; recording it blocked names WHEN it stops being blocked. Unblocks when §6.5's audit manifest lands. Prior history: de-credited under #187 (cited only via a clause_block spec-text fetch in the §6.2-0003 test -- a MENTION).
KISS-EMIT-6.6-0001	test_emit_output_has_contract	untested	
KISS-EMIT-6.6-0002	test_emit_fidelity_declared_in_guarantees	untested	
KISS-EMIT-6.6-0003	test_emit_output_is_artifact_contract_pair	untested	
KISS-EMIT-6.6-0004	test_emit_generated_semantics_is_machine_checkable	untested	
KISS-EMIT-6.6-0005	test_emit_fidelity_not_declared_off_schema	untested	
KISS-EMIT-6.6-0006	test_emit_artifact_abi_matches_contract	untested	
KISS-EMIT-6.6-0007	test_emit_underived_region_recorded_as_residue	untested	
KISS-EMIT-6.7-0001	test_emit_roundtrip_tier1_structural	untested	
KISS-EMIT-6.7-0002	test_emit_roundtrip_tier2_numeric_same_language	untested	
KISS-EMIT-6.7-0003	test_emit_no_cross_language_numeric_identity	untested	
KISS-EMIT-6.7-0004	test_emit_roundtrip_tier_selected_by_determinism_class	untested	
KISS-EMIT-6.7-0005	test_emit_emit_consume_are_siblings_no_edge	untested	
KISS-EMIT-6.7-0006	test_emit_tier2_language_and_device_determinant	untested	
KISS-EMIT-6.7-0007	test_emit_op_dag_equality_defined	untested	
KISS-EMIT-6.7-0009	test_emit_whole_kernel_tier2_requires_all_exact_byte	untested	
KISS-EMIT-6.8-0001	test_emit_decline_is_typed	untested	
KISS-EMIT-6.8-0002	test_emit_unsupported_dtype_declines	untested	
KISS-EMIT-6.8-0003	test_emit_build_on_miss_declines_cleanly	untested	
KISS-EMIT-6.8-0004	test_emit_never_panic_on_adversarial_input	untested	
KISS-EMIT-6.8-0005	test_emit_build_on_miss_no_null_artifact	untested	
KISS-EMIT-7.2-0001	test_emit_declared_subset_bounds_claim	untested	
KISS-EMIT-7.3-0001	test_emit_tier2_is_optional	untested	
KISS-EMIT-8.2-0001	test_emit_freeze_precondition_audit	untested	
KISS-EMIT-8.2-0002	test_emit_freeze_precondition_differing_spelling_emitter	untested	
KISS-EMIT-8.2-0003	test_emit_freeze_precondition_second_consumer_roundtrip	untested	
KISS-EMIT-8.2-0004	test_emit_freeze_signed_by_audit_role	untested	
KISS-GRAMMAR-6.1-0001	test_grammar_advertisable_op_field_schema	untested	
KISS-GRAMMAR-6.1-0002	test_grammar_no_parallel_op_list	untested	
KISS-GRAMMAR-6.1-0004	test_grammar_level_inherited_not_redeclared	untested	
KISS-GRAMMAR-6.1-0006	test_grammar_defines_no_op_semantics	untested	
KISS-GRAMMAR-6.2-0001	test_grammar_pattern_attrs_carry_opattrs	untested	
KISS-GRAMMAR-6.2-0002	test_grammar_load_bearing_attr_guarded	untested	
KISS-GRAMMAR-6.2-0003	test_grammar_recognition_is_structural	untested	
KISS-GRAMMAR-6.2-0005	test_grammar_commutativity_is_canonicalization_only	untested	
KISS-GRAMMAR-6.3-0001	test_grammar_synthesis_carries_decomposition_pointer	untested	
KISS-GRAMMAR-6.3-0002	test_grammar_flavor_is_distinct_op_name	untested	
KISS-GRAMMAR-6.3-0003	test_grammar_synthesis_scalar_param_extract	untested	
KISS-GRAMMAR-6.3-0004	test_grammar_synthesis_emit_hints	untested	
KISS-GRAMMAR-6.3-0005	test_grammar_channel_separation	untested	
KISS-GRAMMAR-6.5-0001	test_grammar_add_op_by_rebasing	untested	
KISS-GRAMMAR-6.5-0002	test_grammar_rebasing_is_additive_no_bump	untested	
KISS-GRAMMAR-6.5-0003	test_grammar_independent_cadence	untested	
KISS-GRAMMAR-6.5-0004	test_grammar_nonprimitive_resolvable_to_floor	untested	
KISS-GRAMMAR-6.5-0005	test_grammar_frozen_shape_membership	untested	
KISS-GRAMMAR-6.6-0003	test_grammar_op_category_is_classify_tag	untested	
KISS-GRAMMAR-6.6-0004	test_grammar_op_name_exists_in_ops	untested	
KISS-GRAMMAR-6.6-0005	test_grammar_operand_role_token_vocabulary	untested	
KISS-GRAMMAR-6.7-0001	test_grammar_op_identity_is_advertisable_tag	untested	
KISS-GRAMMAR-6.7-0002	test_grammar_region_maps_to_semantics_dag	untested	
KISS-GRAMMAR-6.7-0003	test_grammar_op_identity_distinct_from_structure_key	untested	
KISS-GRAMMAR-6.7-0004	test_grammar_single_op_vocabulary_seam	untested	
KISS-GRAMMAR-6.7-0005	test_grammar_bare_ops_dag_needs_no_tag	untested	
KISS-GRAMMAR-6.8-0009	test_grammar_wire_excludes_synthesis_attrs	untested	
KISS-GRAMMAR-6.8-0013	test_grammar_wire_magic_and_schema_version	lint:kiss_wire	the region magic `KGRM` drifts between §6.8-0013 and grammar.rs
KISS-GRAMMAR-7.1-0001	test_grammar_mandatory_core_is_frozen_shape	untested	
KISS-GRAMMAR-7.2-0001	test_grammar_extension_via_ops_or_frozen_shape	untested	
KISS-GRAMMAR-8-0001	test_grammar_two_version_axes_independent	untested	
KISS-GRAMMAR-8-0002	test_grammar_shape_change_bumps_version	untested	
KISS-GRAMMAR-8-0003	test_grammar_op_addition_no_shape_bump	untested	
KISS-GRAMMAR-8-0004	test_grammar_freeze_gate_two_impls	untested	
KISS-GRAMMAR-8-0005	test_grammar_freeze_gate_foreign_reader	untested	
KISS-GRAMMAR-8-0006	test_grammar_freeze_gate_conform_suite_passes	untested	
KISS-GRAMMAR-8-0007	test_grammar_retire_by_floor	untested	
KISS-GRAMMAR-8-0008	test_grammar_opattrs_freeze_precondition	untested	
KISS-OPS-6.0-0001	test_ops_determinism_class_enum	lint:kiss_tables	a sub-standard re-forks the determinism/fidelity enum instead of importing it
KISS-OPS-6.0-0005	test_ops_determinism_class_precedence	untested	
KISS-OPS-6.1-0001	test_ops_op_set_closed	untested	
KISS-OPS-6.1-0002	test_ops_op_token_spelling	untested	
KISS-OPS-6.1-0003	test_ops_op_family_tags	untested	
KISS-OPS-6.1-0004	test_ops_primitive_flags	lint:kiss_ops	the primitive/non-primitive membership partition drifts between §2.7, §6.3 and §6.13
KISS-OPS-6.10-0001	test_ops_bitwise_integer_only	untested	
KISS-OPS-6.11-0001	test_ops_element_map_base_access	untested	
KISS-OPS-6.11-0008	test_ops_reduce_keepdim_broadcast	untested	
KISS-OPS-6.11-0009	test_ops_index_dtype_set	untested	
KISS-OPS-6.11-0011	test_ops_reduce_axes_four_categories	lint:kiss_tables	the reduce_axes four-category set drifts between Ops §6.11-0011 and Classify §6.7-0005
KISS-OPS-6.11-0012	test_ops_index_operand_role	untested	
KISS-OPS-6.11-0013	test_ops_index_axis_attribute	untested	
KISS-OPS-6.11-0014	test_ops_sort_network_axis_attribute	untested	
KISS-OPS-6.11-0015	test_ops_gather_skip_base_dynamic	untested	
KISS-OPS-6.11-0016	test_ops_scatter_dest_operand	untested	
KISS-OPS-6.11-0017	test_ops_scatter_updates_broadcast	untested	
KISS-OPS-6.11-0018	test_ops_structural_empty_axis	untested	
KISS-OPS-6.11-0019	test_ops_sort_index_output_i64	untested	
KISS-OPS-6.12-0001	test_ops_scalar_source_leaves	untested	
KISS-OPS-6.12-0002	test_ops_const_leaf_bits	untested	
KISS-OPS-6.12-0003	test_ops_named_constant_bits	untested	
KISS-OPS-6.13-0001	test_ops_reference_decompositions	untested	
KISS-OPS-6.13-0002	test_ops_decomposition_strictly_lower_level	untested	
KISS-OPS-6.13-0004	test_ops_parameterized_attributes_explicit	untested	
KISS-OPS-6.13-0008	test_ops_norm_axis_all_four	untested	
KISS-OPS-6.14-0001	test_ops_level_assignment	untested	
KISS-OPS-6.14-0002	test_ops_decomposition_acyclic	untested	
KISS-OPS-6.14-0003	test_ops_resolution_terminates	untested	
KISS-OPS-6.14-0004	test_ops_consumer_resolves_unknown_op	untested	
KISS-OPS-6.14-0005	test_ops_op_not_in_own_decomposition	untested	
KISS-OPS-6.14-0006	test_ops_embedded_body_level	untested	
KISS-OPS-6.15-0004	test_ops_gelu_exact_vs_tanh	untested	
KISS-OPS-6.16-0001	test_ops_dtype_bit_layouts	lint:kiss_tables	the Ops §6.16 dtype layout table drops/adds a token vs the Classify owner
KISS-OPS-6.16-0002	test_ops_ieee754_dtype_encodings	untested	
KISS-OPS-6.16-0007	test_ops_complex_storage_layout	untested	
KISS-OPS-6.16-0008	test_ops_dtype_layout_coversioned	lint:kiss_tables	the Ops §6.16 dtype bit layouts drift from the Classify §6.1 pinned layouts
KISS-OPS-6.16-0010	test_ops_narrow_float_arith_quiets_snan	untested	
KISS-OPS-6.17-0001	test_ops_math_precision_enum	lint:kiss_tables	a sub-standard re-forks the compute-fidelity (MathPrecision) enum instead of importing it
KISS-OPS-6.17-0002	test_ops_math_precision_bit_stable	untested	
KISS-OPS-6.17-0003	test_ops_math_precision_reduced	untested	
KISS-OPS-6.17-0004	test_ops_math_precision_not_dtype	untested	
KISS-OPS-6.17-0005	test_ops_math_precision_order_invariant_scope	untested	
KISS-OPS-6.17-0006	test_ops_math_precision_input_rounding	untested	
KISS-OPS-6.17-0007	test_ops_math_precision_reproducibility_class	untested	
KISS-OPS-6.17-0008	test_ops_accumulator_tolerance_cell_class	untested	
KISS-OPS-6.17-0009	test_ops_accumulator_reference_value	untested	
KISS-OPS-6.18-0001	test_ops_complex_op_set	lint:kiss_ops	the complex-arithmetic op set drifts between §6.18-0001 and the §6.18 tables
KISS-OPS-6.18-0002	test_ops_complex_no_new_primitive	untested	
KISS-OPS-6.18-0003	test_ops_complex_component_bridge	untested	
KISS-OPS-6.18-0005	test_ops_cmul_annexg	untested	
KISS-OPS-6.18-0007	test_ops_cabs_annexg	untested	
KISS-OPS-6.18-0008	test_ops_carg_principal	untested	
KISS-OPS-6.18-0009	test_ops_cexp_annexg	untested	
KISS-OPS-6.18-0010	test_ops_clog_principal_branch	untested	
KISS-OPS-6.18-0011	test_ops_csqrt_principal_branch	untested	
KISS-OPS-6.18-0012	test_ops_cpow_principal	untested	
KISS-OPS-6.18-0013	test_ops_complex_nan_inf_annexg	untested	
KISS-OPS-6.18-0014	test_ops_complex_determinism_class	untested	
KISS-OPS-6.18-0015	test_ops_complex_component_dtype	untested	
KISS-OPS-6.18-0016	test_ops_complex_advertised_high_level	lint:kiss_ops	the advertised-vs-bridge complex split drifts between §6.18-0016 and the §6.18 tables
KISS-OPS-6.19-0001	test_ops_opattrs_channel_concept	untested	
KISS-OPS-6.19-0002	test_ops_opattrs_distinct_from_pattern_attrs	untested	
KISS-OPS-6.19-0003	test_ops_opattrs_carrier_set_closed	untested	
KISS-OPS-6.19-0013	test_ops_opattrs_golden_vector_conformance	untested	
KISS-OPS-6.19-0014	test_ops_opattrs_monoid_enum	lint:kiss_vocab	the Monoid OpAttrs enum drifts between its §6.19 clause, the §6.19.2 table, and the reference opattrs codec
KISS-OPS-6.19-0015	test_ops_opattrs_oob_policy_enum	lint:kiss_vocab	the OobPolicy OpAttrs enum drifts between its §6.19 clause, the §6.19.2 table, and the reference opattrs codec
KISS-OPS-6.19-0016	test_ops_opattrs_scatter_combine_enum	lint:kiss_vocab	the ScatterCombine OpAttrs enum drifts between its §6.19 clause, the §6.19.2 table, and the reference opattrs codec
KISS-OPS-6.19-0017	test_ops_opattrs_index_dtype_enum	lint:kiss_vocab	the IndexDtype OpAttrs enum drifts between its §6.19 clause, the §6.19.2 table, and the reference opattrs codec
KISS-OPS-6.19-0018	test_ops_opattrs_sort_direction_enum	lint:kiss_vocab	the SortDirection OpAttrs enum drifts between its §6.19 clause, the §6.19.2 table, and the reference opattrs codec
KISS-OPS-6.19-0019	test_ops_opattrs_scan_exclusivity_enum	lint:kiss_vocab	the ScanExclusivity OpAttrs enum drifts between its §6.19 clause, the §6.19.2 table, and the reference opattrs codec
KISS-OPS-6.19-0021	test_ops_opattrs_column_ordering_enum	lint:kiss_vocab	the ColumnOrdering OpAttrs enum drifts between its §6.19 clause, the §6.19.2 table, and the reference opattrs codec
KISS-OPS-6.19-0036	test_ops_opattrs_noncarrier_axis_resolution	untested	
KISS-OPS-6.19-0039	test_ops_index_ref_wire_form	untested	
KISS-OPS-6.19-0040	test_ops_index_outputs_root_list	untested	
KISS-OPS-6.2-0001	test_ops_float_ieee754	untested	
KISS-OPS-6.2-0002	test_ops_int_wrapping	untested	
KISS-OPS-6.2-0005	test_ops_compare_result_zero_one	untested	
KISS-OPS-6.2-0006	test_ops_bool_normalization	untested	
KISS-OPS-6.2-0007	test_ops_u32_ordinary_dtype	untested	
KISS-OPS-6.2-0008	test_ops_const_bits_roundtrip	untested	
KISS-OPS-6.3-0001	test_ops_primitive_floor_set	lint:kiss_ops	the primitive-floor op set drifts between the §6.3-0001 clause and the §2.7 table
KISS-OPS-6.3-0002	test_ops_floor_is_mandatory_core	untested	
KISS-OPS-6.3-0003	test_ops_floor_ops_have_no_decomposition	untested	
KISS-OPS-6.3-0004	test_ops_decomposition_terminates_at_floor	untested	
KISS-OPS-6.3-0005	test_ops_floor_ops_justified_atoms	untested	
KISS-OPS-6.8-0002	test_ops_transcendental_no_cross_lang_identity	untested	
KISS-OPS-6.8-0003	test_ops_sqrt_correctly_rounded_or_ulp	untested	
KISS-OPS-6.8-0004	test_ops_special_function_atoms	untested	
KISS-OPS-6.9-0001	test_ops_atan2_quadrants	untested	
KISS-OPS-6.9-0003	test_ops_nextafter_own_lattice	untested	
KISS-OPS-7.1-0001	test_ops_mandatory_core_is_floor	untested	
KISS-OPS-7.1-0002	test_ops_unknown_op_typed_decline	untested	
KISS-OPS-7.2-0001	test_ops_profile_integer	untested	
KISS-OPS-7.2-0002	test_ops_claim_includes_floor	untested	
KISS-OPS-7.3-0001	test_ops_add_high_level_additive	untested	
KISS-OPS-7.3-0002	test_ops_add_primitive_is_axiom	untested	
KISS-OPS-7.3-0003	test_ops_op_registry_pr_gated	untested	
KISS-OPS-8-0001	test_ops_two_version_axes_independent	untested	
KISS-OPS-8-0002	test_ops_additive_high_level_no_floor_bump	untested	
KISS-OPS-8-0003	test_ops_floor_or_semantics_change_bumps_version	untested	
KISS-OPS-8-0004	test_ops_retired_tokens_burned	untested	
KISS-OPS-8-0005	test_ops_freeze_gate_two_impls	untested	
KISS-OPS-8-0006	test_ops_freeze_gate_conform_suite_passes	untested	
KISS-SYNTH-6.0-0001	test_synth_determinism_class_exact_byte	untested	
KISS-SYNTH-6.0-0001a	test_synth_determinism_class_no_tolerance	untested	
KISS-SYNTH-6.0-0001b	test_synth_determinism_class_not_reforked	untested	
KISS-SYNTH-6.2-0001	test_synth_response_artifact_contract_or_decline	untested	
KISS-SYNTH-6.2-0001a	test_synth_response_no_third_outcome	untested	
KISS-SYNTH-6.2-0002	test_synth_every_kernel_carries_contract	untested	
KISS-SYNTH-6.2-0002a	test_synth_no_artifact_without_contract	untested	
KISS-SYNTH-6.2-0003	test_synth_contract_length_delimited	untested	
KISS-SYNTH-6.2-0003a	test_synth_contract_opaque	untested	
KISS-SYNTH-6.2-0003b	test_synth_contract_not_parsed_by_host	untested	
KISS-SYNTH-6.2-0004	test_synth_contract_inner_framing_independent	untested	
KISS-SYNTH-6.2-0004a	test_synth_invalid_contract_no_launch	untested	
KISS-SYNTH-6.2-0004b	test_synth_invalid_contract_typed_error	untested	
KISS-SYNTH-6.2-0004c	test_synth_no_empty_contract_import	untested	
KISS-SYNTH-6.2-0005	test_synth_artifact_abi_described_by_contract	untested	
KISS-SYNTH-6.2-0005a	test_synth_no_out_of_band_abi	untested	
KISS-SYNTH-6.2-0005b	test_synth_consumer_binds_from_contract	untested	
KISS-SYNTH-6.2-0006	test_synth_response_identity_consistent	untested	
KISS-SYNTH-6.2-0006a	test_synth_identity_mismatch_rejected	untested	
KISS-SYNTH-6.2-0007	test_synth_capability_only_in_contract	untested	
KISS-SYNTH-6.2-0008	test_synth_returned_contract_content_valid	untested	
KISS-SYNTH-6.2-0008a	test_synth_content_validity_checked	untested	
KISS-SYNTH-6.3-0001	test_synth_hit_and_miss_same_protocol	untested	
KISS-SYNTH-6.3-0001a	test_synth_no_separate_jit_tag	untested	
KISS-SYNTH-6.3-0002	test_synth_build_on_miss_is_jit	untested	
KISS-SYNTH-6.3-0003	test_synth_no_provision_bit_declines_miss	untested	
KISS-SYNTH-6.3-0003a	test_synth_miss_no_silent_omit	untested	
KISS-SYNTH-6.3-0003b	test_synth_miss_no_indefinite_block	untested	
KISS-SYNTH-6.3-0003c	test_synth_miss_no_empty_artifact	untested	
KISS-SYNTH-6.3-0004	test_synth_revision_pinned_build	untested	
KISS-SYNTH-6.3-0004a	test_synth_revision_pinned_no_mismatch	untested	
KISS-SYNTH-6.3-0005	test_synth_default_revision_provision	untested	
KISS-SYNTH-6.3-0006	test_synth_success_echo_revision_present	untested	
KISS-SYNTH-6.3-0006a	test_synth_success_echo_revision_hash	untested	
KISS-SYNTH-6.4-0001	test_synth_artifact_is_first_element	untested	
KISS-SYNTH-6.4-0001a	test_synth_success_requires_artifact	untested	
KISS-SYNTH-6.4-0001b	test_synth_provision_success_prsp_frame	untested	
KISS-SYNTH-6.4-0001c	test_synth_success_distinct_from_contract_only	untested	
KISS-SYNTH-6.4-0001d	test_synth_artifact_format_tag	untested	
KISS-SYNTH-6.4-0002	test_synth_artifact_revision_hash_opaque	untested	
KISS-SYNTH-6.4-0002a	test_synth_artifact_revision_hash_no_algo	untested	
KISS-SYNTH-6.4-0003	test_synth_no_verify_precondition	untested	
KISS-SYNTH-6.4-0003a	test_synth_no_verify_wire_precondition	untested	
KISS-SYNTH-6.4-0003b	test_synth_no_withhold_pending_verify	untested	
KISS-SYNTH-6.4-0004	test_synth_consumer_verify_should	untested	
KISS-SYNTH-6.5-0001	test_synth_fidelity_is_contract_guarantees	untested	
KISS-SYNTH-6.5-0001a	test_synth_no_parallel_fidelity	untested	
KISS-SYNTH-6.5-0002	test_synth_determinism_enum_imported	untested	
KISS-SYNTH-6.5-0002a	test_synth_determinism_enum_not_reforked	untested	
KISS-SYNTH-6.5-0002b	test_synth_determinism_enum_no_override	untested	
KISS-SYNTH-6.5-0003	test_synth_mathprecision_imported	untested	
KISS-SYNTH-6.5-0003a	test_synth_mathprecision_not_reforked	untested	
KISS-SYNTH-6.5-0003b	test_synth_mathprecision_not_dtype	untested	
KISS-SYNTH-6.5-0003c	test_synth_mathprecision_not_conflated	untested	
KISS-SYNTH-6.5-0004	test_synth_class_selects_comparator	untested	
KISS-SYNTH-6.5-0004a	test_synth_order_invariant_tolerance_declared	untested	
KISS-SYNTH-6.5-0004b	test_synth_provider_no_byte_identity_claim	untested	
KISS-SYNTH-6.5-0004c	test_synth_consumer_no_byte_identity_expect	untested	
KISS-SYNTH-6.6-0001c	test_synth_bounded_latency	untested	
KISS-SYNTH-6.6-0003	test_synth_map_unknown_structure_key	untested	
KISS-SYNTH-6.6-0003a	test_synth_map_cannot_provision	untested	
KISS-SYNTH-6.6-0003c	test_synth_map_query_not_supported	untested	
KISS-SYNTH-6.6-0003d	test_synth_map_version_unsupported	untested	
KISS-SYNTH-6.6-0003e	test_synth_map_unknown_revision	untested	
KISS-SYNTH-6.6-0003g	test_synth_no_mismatched_code	untested	
KISS-SYNTH-6.6-0005a	test_synth_decline_no_core_reuse	untested	
KISS-SYNTH-6.6-0006	test_synth_unknown_decline_generic	untested	
KISS-SYNTH-6.6-0006a	test_synth_unknown_decline_never_panics	untested	
KISS-SYNTH-6.6-0007	test_synth_no_query_bit_declines	untested	
KISS-SYNTH-6.6-0007a	test_synth_no_query_bit_no_silent_drop	untested	
KISS-SYNTH-6.6-0008	test_synth_build_failure_declines	untested	
KISS-SYNTH-6.6-0008a	test_synth_build_failure_no_leak	untested	
KISS-SYNTH-6.7-0001	test_synth_handshake_defers_to_announce	untested	
KISS-SYNTH-6.7-0001a	test_synth_no_parallel_handshake	untested	
KISS-SYNTH-6.7-0005	test_synth_level3_provision	untested	
KISS-SYNTH-6.7-0005a	test_synth_no_separate_transaction	untested	
KISS-SYNTH-7.1-0001	test_synth_mandatory_core	untested	
KISS-SYNTH-7.1-0001a	test_synth_core_unclaimed_declines	untested	
KISS-SYNTH-7.1-0002	test_synth_feature_bits	untested	
KISS-SYNTH-7.1-0002a	test_synth_feature_bits_not_reforked	untested	
KISS-SYNTH-7.1-0002b	test_synth_query_bit_implies_endpoint	untested	
KISS-SYNTH-7.1-0002c	test_synth_provision_bit_builds_on_miss	untested	
KISS-SYNTH-7.1-0003	test_synth_version_via_profile	untested	
KISS-SYNTH-7.1-0003a	test_synth_no_second_version_channel	untested	
KISS-SYNTH-7.1-0003b	test_synth_version_mismatch_declines	untested	
KISS-SYNTH-7.1-0004	test_synth_decline_registry	untested	
KISS-SYNTH-7.1-0004a	test_synth_no_unregistered_core_code	untested	
KISS-SYNTH-7.1-0004b	test_synth_unknown_bit_not_hard_gated	untested	
KISS-SYNTH-7.1-0005	test_synth_provision_bit_requires_query_bit	untested	
KISS-SYNTH-8-0001	test_synth_two_version_axes	untested	
KISS-SYNTH-8-0001a	test_synth_semver_no_wire_implication	untested	
KISS-SYNTH-8-0002	test_synth_shape_change_bumps_version	untested	
KISS-SYNTH-8-0002a	test_synth_shape_change_rfc_coordinated	untested	
KISS-SYNTH-8-0003	test_synth_additive_no_bump	untested	
KISS-SYNTH-8-0003a	test_synth_additive_no_wire_version_bump	untested	
KISS-SYNTH-8-0004	test_synth_freeze_gate_two_impls	untested	
KISS-SYNTH-8-0005	test_synth_freeze_gate_foreign_reader	untested	
KISS-SYNTH-8-0006	test_synth_freeze_gate_conform_suite_passes	untested	
KISS-SYNTH-8-0007	test_synth_retire_by_floor	untested	
KISS-CLASSIFY-6.1-0013	test_classify_mx_scale_format	untested	MX scale bit-layout (f8e8m0/f8e6m2 = 8-bit unsigned, exp+mantissa=8) lives in the §6.1 table + dtype_manifest.json, enforced by the kiss_dtypes table lint; the stdlib-only Rust harness holds only token strings, so a harness test would bind vocabulary membership but not the OCP-MX encoding widths. Candidate upgrade to lint:kiss_tables once kiss_dtypes declares this clause (Lane B).
